,year,LocationAbbr,state,Disability_Type,Disability_Percent,Number,Estimated_Number,id
922,2017,OH,Ohio,Self-care Disability,0.0409999999999999,590.0,377592.0,39
923,2017,OK,Oklahoma,Any Disability,0.3389999999999999,2547.0,1010204.0,40
924,2017,OK,Oklahoma,Cognitive Disability,0.152,900.0,436722.0,40
925,2017,OH,Ohio,No Disability,0.731,7812.0,6245410.0,39
926,2017,PA,Pennsylvania,No Disability,0.7609999999999999,4653.0,7285899.0,42
927,2017,OR,Oregon,Self-care Disability,0.04,214.0,135873.0,41
928,2017,ND,North Dakota,Independent Living Disability,0.053,351.0,30200.0,38
929,2017,OK,Oklahoma,No Disability,0.6609999999999999,3836.0,1856104.0,40
930,2017,NC,North Carolina,Mobility Disability,0.14,906.0,1196165.0,37
931,2017,RI,Rhode Island,Any Disability,0.261,1609.0,220078.0,44
932,2017,SD,South Dakota,Cognitive Disability,0.096,634.0,60465.0,46
933,2017,SC,South Carolina,Mobility Disability,0.148,2374.0,630693.0,45
934,2017,VT,Vermont,Mobility Disability,0.099,824.0,55994.0,50
935,2017,US,"United States, DC & Territories",Self-care Disability,0.038,20062.0,10094468.0,59
936,2017,UT,Utah,Cognitive Disability,0.106,1028.0,226878.0,49
937,2017,RI,Rhode Island,Cognitive Disability,0.126,575.0,99493.0,44
938,2017,SC,South Carolina,Hearing Disability,0.0579999999999999,962.0,251013.0,45
939,2017,TN,Tennessee,Vision Disability,0.0559999999999999,393.0,299335.0,47
940,2017,VT,Vermont,Self-care Disability,0.024,193.0,13461.0,50
941,2017,TN,Tennessee,Self-care Disability,0.0409999999999999,326.0,229821.0,47
942,2017,UT,Utah,Hearing Disability,0.064,799.0,131367.0,49
943,2017,TN,Tennessee,Any Disability,0.295,1997.0,1554395.0,47
944,2017,TX,Texas,Mobility Disability,0.133,2402.0,2751201.0,48
945,2017,US,"United States, DC & Territories",Independent Living Disability,0.07,33949.0,17733128.0,59
946,2017,SD,South Dakota,Self-care Disability,0.0289999999999999,271.0,20172.0,46
947,2017,TX,Texas,Hearing Disability,0.052,992.0,1076477.0,48
948,2017,US,"United States, DC & Territories",Cognitive Disability,0.114,46069.0,27826517.0,59
949,2017,TN,Tennessee,Hearing Disability,0.066,505.0,375233.0,47
950,2017,UT,Utah,Self-care Disability,0.025,301.0,52463.0,49
951,2017,SC,South Carolina,Self-care Disability,0.043,635.0,178843.0,45
952,2017,VT,Vermont,Hearing Disability,0.067,585.0,38521.0,50
953,2017,SD,South Dakota,Any Disability,0.2339999999999999,2123.0,161289.0,46
954,2017,RI,Rhode Island,No Disability,0.7390000000000001,3780.0,587746.0,44
955,2017,SC,South Carolina,No Disability,0.737,7198.0,2713329.0,45
956,2017,VT,Vermont,Any Disability,0.237,1663.0,122623.0,50
957,2017,RI,Rhode Island,Self-care Disability,0.037,205.0,30796.0,44
958,2017,UT,Utah,Mobility Disability,0.096,1183.0,195447.0,49
959,2017,TX,Texas,Cognitive Disability,0.1169999999999999,1396.0,2397720.0,48
960,2017,UT,Utah,No Disability,0.77,7455.0,1645291.0,49
961,2017,TN,Tennessee,Independent Living Disability,0.09,595.0,461887.0,47
962,2017,US,"United States, DC & Territories",Hearing Disability,0.0559999999999999,37768.0,15286864.0,59
963,2017,TX,Texas,Vision Disability,0.052,742.0,1076496.0,48
964,2017,SD,South Dakota,Vision Disability,0.035,350.0,24241.0,46
965,2017,SC,South Carolina,Vision Disability,0.044,641.0,181620.0,45
966,2017,TN,Tennessee,Mobility Disability,0.16,1230.0,886224.0,47
967,2017,VT,Vermont,Independent Living Disability,0.06,375.0,29949.0,50
968,2017,RI,Rhode Island,Mobility Disability,0.126,914.0,113862.0,44
969,2017,SC,South Carolina,Cognitive Disability,0.125,1345.0,478085.0,45
970,2017,VT,Vermont,Vision Disability,0.034,220.0,17910.0,50
971,2017,TX,Texas,No Disability,0.7440000000000001,7846.0,14821709.0,48
972,2017,UT,Utah,Any Disability,0.23,2499.0,478892.0,49
973,2017,SD,South Dakota,No Disability,0.7659999999999999,4733.0,485635.0,46
974,2017,TN,Tennessee,Cognitive Disability,0.143,808.0,722089.0,47
975,2017,TX,Texas,Independent Living Disability,0.076,1089.0,1559421.0,48
976,2017,US,"United States, DC & Territories",Mobility Disability,0.129,76457.0,34639330.0,59
977,2017,UT,Utah,Independent Living Disability,0.048,534.0,100616.0,49
978,2017,RI,Rhode Island,Vision Disability,0.043,249.0,36855.0,44
979,2017,VT,Vermont,No Disability,0.763,4584.0,360778.0,50
980,2017,RI,Rhode Island,Hearing Disability,0.049,415.0,46253.0,44
981,2017,TN,Tennessee,No Disability,0.705,3590.0,3419821.0,47
982,2017,SC,South Carolina,Any Disability,0.263,3687.0,1067583.0,45
983,2017,VT,Vermont,Cognitive Disability,0.105,572.0,49319.0,50
984,2017,SD,South Dakota,Mobility Disability,0.108,1256.0,79714.0,46
985,2017,SC,South Carolina,Independent Living Disability,0.073,965.0,292758.0,45
986,2017,SD,South Dakota,Hearing Disability,0.07,701.0,51419.0,46
987,2017,TX,Texas,Self-care Disability,0.043,700.0,888456.0,48
988,2017,SD,South Dakota,Independent Living Disability,0.059,495.0,39984.0,46
989,2017,US,"United States, DC & Territories",No Disability,0.7440000000000001,300745.0,177971426.0,59
990,2017,US,"United States, DC & Territories",Any Disability,0.256,131406.0,65373639.0,59
991,2017,UT,Utah,Vision Disability,0.032,341.0,67245.0,49
992,2017,TX,Texas,Any Disability,0.256,3858.0,5191624.0,48
993,2017,RI,Rhode Island,Independent Living Disability,0.08,450.0,66038.0,44
994,2017,US,"United States, DC & Territories",Vision Disability,0.047,22464.0,12121302.0,59
995,2017,WV,West Virginia,Cognitive Disability,0.191,959.0,270579.0,54
996,2017,WY,Wyoming,Mobility Disability,0.1169999999999999,700.0,56069.0,56
997,2017,VA,Virginia,Mobility Disability,0.121,1572.0,839708.0,51
998,2019,AL,Alabama,No Disability,0.6659999999999999,4150.0,2346014.0,1
999,2017,WY,Wyoming,Cognitive Disability,0.107,401.0,46501.0,56
1000,2019,AK,Alaska,Mobility Disability,0.099,372.0,54079.0,2
1001,2017,WI,Wisconsin,Self-care Disability,0.031,202.0,141303.0,55
1002,2017,VA,Virginia,Vision Disability,0.04,436.0,269949.0,51
1003,2019,AK,Alaska,Self-care Disability,0.036,111.0,19871.0,2
1004,2017,WA,Washington,Cognitive Disability,0.106,1212.0,581916.0,53
1005,2019,AK,Alaska,No Disability,0.741,2065.0,392062.0,2
1006,2017,WI,Wisconsin,Cognitive Disability,0.099,467.0,416011.0,55
1007,2017,VA,Virginia,Self-care Disability,0.031,370.0,215209.0,51
1008,2017,WV,West Virginia,Vision Disability,0.077,510.0,122906.0,54
1009,2017,WV,West Virginia,No Disability,0.608,2964.0,829597.0,54
1010,2017,WY,Wyoming,Self-care Disability,0.03,169.0,14002.0,56
1011,2019,AL,Alabama,Independent Living Disability,0.106,792.0,407950.0,1
1012,2019,AL,Alabama,Cognitive Disability,0.1689999999999999,1016.0,608708.0,1
1013,2017,WV,West Virginia,Any Disability,0.392,2431.0,602239.0,54
1014,2017,WI,Wisconsin,Mobility Disability,0.107,784.0,520534.0,55
1015,2019,AK,Alaska,Independent Living Disability,0.055,178.0,29312.0,2
1016,2017,WA,Washington,Independent Living Disability,0.061,858.0,346545.0,53
1017,2017,WY,Wyoming,Independent Living Disability,0.055,277.0,24807.0,56
1018,2017,WA,Washington,Mobility Disability,0.104,1860.0,624008.0,53
1019,2017,WA,Washington,Vision Disability,0.036,516.0,207112.0,53
1020,2017,WA,Washington,Any Disability,0.235,3439.0,1335352.0,53
1021,2019,AL,Alabama,Any Disability,0.3339999999999999,2611.0,1280509.0,1
1022,2017,WI,Wisconsin,Independent Living Disability,0.059,311.0,251919.0,55
1023,2017,VA,Virginia,No Disability,0.764,6653.0,4836871.0,51
1024,2017,WI,Wisconsin,Hearing Disability,0.054,412.0,270120.0,55
1025,2019,AL,Alabama,Hearing Disability,0.066,629.0,277883.0,1
1026,2017,WV,West Virginia,Self-care Disability,0.061,420.0,96981.0,54
1027,2017,WY,Wyoming,No Disability,0.737,3014.0,319180.0,56
1028,2017,WI,Wisconsin,Vision Disability,0.027,162.0,119069.0,55
1029,2019,AL,Alabama,Self-care Disability,0.053,429.0,213737.0,1
1030,2017,WV,West Virginia,Independent Living Disability,0.126,799.0,192876.0,54
1031,2019,AK,Alaska,Vision Disability,0.048,137.0,25997.0,2
1032,2017,WY,Wyoming,Hearing Disability,0.094,542.0,45056.0,56
1033,2017,VA,Virginia,Independent Living Disability,0.057,638.0,382482.0,51
1034,2017,WY,Wyoming,Any Disability,0.263,1357.0,121218.0,56
1035,2017,WA,Washington,No Disability,0.765,9260.0,4167974.0,53
1036,2017,VA,Virginia,Any Disability,0.236,2646.0,1569585.0,51
1037,2017,WA,Washington,Hearing Disability,0.0579999999999999,1065.0,352389.0,53
1038,2017,WV,West Virginia,Hearing Disability,0.119,840.0,197154.0,54
1039,2019,AK,Alaska,Hearing Disability,0.074,290.0,40864.0,2
1040,2019,AL,Alabama,Mobility Disability,0.181,1674.0,737947.0,1
1041,2017,WV,West Virginia,Mobility Disability,0.211,1540.0,347315.0,54
1042,2017,WI,Wisconsin,No Disability,0.773,4142.0,3285576.0,55
1043,2019,AK,Alaska,Cognitive Disability,0.1119999999999999,249.0,59309.0,2
1044,2017,WY,Wyoming,Vision Disability,0.043,218.0,19873.0,56
1045,2017,VA,Virginia,Cognitive Disability,0.0969999999999999,865.0,618572.0,51
1046,2017,WI,Wisconsin,Any Disability,0.2269999999999999,1407.0,1032618.0,55
1047,2017,WA,Washington,Self-care Disability,0.034,523.0,197452.0,53
1048,2019,AL,Alabama,Vision Disability,0.061,480.0,238683.0,1
1049,2019,AK,Alaska,Any Disability,0.259,780.0,137688.0,2
1050,2017,VA,Virginia,Hearing Disability,0.059,758.0,406325.0,51
1051,2019,AR,Arkansas,Hearing Disability,0.086,740.0,223883.0,5
1052,2019,CT,Connecticut,Cognitive Disability,0.1,671.0,256358.0,9
1053,2019,AR,Arkansas,No Disability,0.6509999999999999,2883.0,1388764.0,5
1054,2019,CA,California,Mobility Disability,0.111,1555.0,3464818.0,6
1055,2019,FL,Florida,Vision Disability,0.048,1180.0,871656.0,12
1056,2019,CO,Colorado,Hearing Disability,0.042,570.0,190126.0,8
1057,2019,CA,California,Independent Living Disability,0.053,679.0,1593039.0,6
1058,2019,FL,Florida,Hearing Disability,0.054,1682.0,1081528.0,12
1059,2019,DE,Delaware,No Disability,0.745,2571.0,533134.0,10
1060,2019,DE,Delaware,Vision Disability,0.046,210.0,36266.0,10
1061,2019,GA,Georgia,Hearing Disability,0.0579999999999999,605.0,473415.0,13
1062,2019,AZ,Arizona,Self-care Disability,0.039,433.0,218084.0,4
1063,2019,DC,District of Columbia,No Disability,0.763,1824.0,422018.0,11
1064,2019,AZ,Arizona,Vision Disability,0.06,553.0,326886.0,4
1065,2019,DC,District of Columbia,Independent Living Disability,0.062,182.0,32985.0,11
1066,2019,FL,Florida,Independent Living Disability,0.07,1553.0,1223636.0,12
1067,2019,CA,California,Any Disability,0.236,2957.0,7090015.0,6
1068,2019,CO,Colorado,Any Disability,0.201,2093.0,864454.0,8
1069,2019,GA,Georgia,Cognitive Disability,0.126,905.0,944618.0,13
1070,2019,CA,California,Hearing Disability,0.051,722.0,1615682.0,6
1071,2019,DE,Delaware,Self-care Disability,0.032,157.0,26047.0,10
1072,2019,AR,Arkansas,Independent Living Disability,0.099,600.0,228592.0,5
1073,2019,DE,Delaware,Any Disability,0.255,1142.0,198284.0,10
1074,2019,AR,Arkansas,Any Disability,0.349,2250.0,822145.0,5
1075,2019,CA,California,Cognitive Disability,0.107,1207.0,3127354.0,6
1076,2019,FL,Florida,Any Disability,0.283,5991.0,4967863.0,12
1077,2019,CT,Connecticut,Vision Disability,0.0409999999999999,336.0,117505.0,9
1078,2019,CT,Connecticut,Independent Living Disability,0.054,533.0,154682.0,9
1079,2019,AZ,Arizona,No Disability,0.7290000000000001,5654.0,3818119.0,4
1080,2019,DC,District of Columbia,Any Disability,0.237,655.0,125711.0,11
1081,2019,FL,Florida,No Disability,0.7170000000000001,9926.0,11078925.0,12
1082,2019,AR,Arkansas,Vision Disability,0.073,452.0,172917.0,5
1083,2019,DE,Delaware,Independent Living Disability,0.052,239.0,39601.0,10
1084,2019,GA,Georgia,Self-care Disability,0.043,443.0,345245.0,13
1085,2019,GA,Georgia,Independent Living Disability,0.073,687.0,574702.0,13
1086,2019,CO,Colorado,Vision Disability,0.0279999999999999,309.0,123638.0,8
1087,2019,CO,Colorado,Cognitive Disability,0.093,747.0,388700.0,8
1088,2019,CA,California,No Disability,0.764,7981.0,21861631.0,6
1089,2019,CT,Connecticut,Hearing Disability,0.046,687.0,147075.0,9
1090,2019,GA,Georgia,Vision Disability,0.063,532.0,502712.0,13
1091,2019,CA,California,Self-care Disability,0.037,507.0,1142076.0,6
1092,2019,FL,Florida,Cognitive Disability,0.131,2178.0,2102644.0,12
1093,2019,AZ,Arizona,Independent Living Disability,0.077,725.0,417918.0,4
1094,2019,CO,Colorado,Independent Living Disability,0.057,516.0,242878.0,8
1095,2019,DC,District of Columbia,Hearing Disability,0.037,132.0,19074.0,11
1096,2019,AR,Arkansas,Mobility Disability,0.183,1400.0,453074.0,5
1097,2019,DC,District of Columbia,Mobility Disability,0.124,402.0,64105.0,11
1098,2019,AZ,Arizona,Mobility Disability,0.1159999999999999,1563.0,690211.0,4
1099,2019,CT,Connecticut,Any Disability,0.217,2203.0,613853.0,9
1100,2019,AR,Arkansas,Self-care Disability,0.052,352.0,125110.0,5
1101,2019,FL,Florida,Self-care Disability,0.035,922.0,642448.0,12
1102,2019,CO,Colorado,Mobility Disability,0.087,1071.0,392048.0,8
1103,2019,GA,Georgia,Mobility Disability,0.1369999999999999,1485.0,1124376.0,13
1104,2019,AZ,Arizona,Hearing Disability,0.064,956.0,392549.0,4
1105,2019,DC,District of Columbia,Vision Disability,0.053,140.0,28352.0,11
1106,2019,DE,Delaware,Cognitive Disability,0.11,393.0,77652.0,10
1107,2019,CT,Connecticut,Self-care Disability,0.0289999999999999,298.0,83744.0,9
1108,2019,CA,California,Vision Disability,0.048,583.0,1452919.0,6
1109,2019,DE,Delaware,Mobility Disability,0.12,641.0,101503.0,10
1110,2019,AR,Arkansas,Cognitive Disability,0.171,830.0,383729.0,5
1111,2019,CO,Colorado,No Disability,0.799,6567.0,3325101.0,8
1112,2019,FL,Florida,Mobility Disability,0.135,3555.0,2634988.0,12
1113,2019,CT,Connecticut,No Disability,0.7829999999999999,6503.0,2063767.0,9
1114,2019,CO,Colorado,Self-care Disability,0.024,259.0,106570.0,8
1115,2019,AZ,Arizona,Cognitive Disability,0.126,937.0,650170.0,4
1116,2019,DC,District of Columbia,Self-care Disability,0.031,109.0,15771.0,11
1117,2019,GA,Georgia,No Disability,0.723,4462.0,5385854.0,13
1118,2019,GA,Georgia,Any Disability,0.2769999999999999,2407.0,2150179.0,13
1119,2019,AZ,Arizona,Any Disability,0.271,2839.0,1507677.0,4
1120,2019,DC,District of Columbia,Cognitive Disability,0.103,222.0,56324.0,11
1121,2019,CT,Connecticut,Mobility Disability,0.094,1233.0,297207.0,9
1122,2019,DE,Delaware,Hearing Disability,0.054,304.0,46612.0,10
1127,2019,HI,Hawaii,Cognitive Disability,0.1009999999999999,743.0,108452.0,15
1128,2019,HHS10,HHS Region 10,No Disability,0.758,18779.0,7957887.0,89
1129,2019,HI,Hawaii,Mobility Disability,0.096,991.0,118676.0,15
1130,2019,HHS10,HHS Region 10,Self-care Disability,0.034,1085.0,388992.0,89
1136,2019,HHS10,HHS Region 10,Vision Disability,0.039,1203.0,444733.0,89
1143,2019,HHS10,HHS Region 10,Cognitive Disability,0.109,2708.0,1153877.0,89
1146,2019,HI,Hawaii,Independent Living Disability,0.053,469.0,60601.0,15
1148,2019,HHS10,HHS Region 10,Hearing Disability,0.0559999999999999,2333.0,690663.0,89
1155,2019,HI,Hawaii,No Disability,0.775,5410.0,812623.0,15
1156,2019,HHS10,HHS Region 10,Any Disability,0.242,7511.0,2705290.0,89
1165,2019,HI,Hawaii,Self-care Disability,0.026,251.0,29891.0,15
1167,2019,HI,Hawaii,Hearing Disability,0.0579999999999999,603.0,73813.0,15
1172,2019,HHS10,HHS Region 10,Independent Living Disability,0.065,1821.0,708144.0,89
1174,2019,HHS10,HHS Region 10,Mobility Disability,0.107,3863.0,1273125.0,89
1176,2019,HI,Hawaii,Any Disability,0.225,2001.0,258555.0,15
1180,2019,HI,Hawaii,Vision Disability,0.042,367.0,46599.0,15
1187,2019,IA,Iowa,Vision Disability,0.0279999999999999,323.0,71484.0,19
1188,2019,ID,Idaho,Cognitive Disability,0.118,653.0,154700.0,16
1189,2019,IA,Iowa,Hearing Disability,0.065,893.0,180052.0,19
1190,2019,ID,Idaho,Independent Living Disability,0.064,408.0,85822.0,16
1194,2020,NY,New York,Any Disability,0.215,3368.0,3273589.0,36
1195,2019,IA,Iowa,Any Disability,0.228,2574.0,570319.0,19
1197,2019,ID,Idaho,Vision Disability,0.043,288.0,60655.0,16
1198,2019,IN,Indiana,Hearing Disability,0.061,765.0,340246.0,18
1202,2019,IL,Illinois,Independent Living Disability,0.0579999999999999,340.0,580721.0,17
1203,2019,IL,Illinois,Vision Disability,0.038,221.0,380664.0,17
1204,2019,ID,Idaho,Any Disability,0.268,1761.0,369360.0,16
1205,2019,IA,Iowa,Independent Living Disability,0.049,505.0,118608.0,19
1208,2019,ID,Idaho,No Disability,0.732,3564.0,942578.0,16
1213,2019,ID,Idaho,Hearing Disability,0.076,590.0,111806.0,16
1214,2019,IN,Indiana,Vision Disability,0.046,455.0,239264.0,18
1215,2019,IA,Iowa,Self-care Disability,0.025,318.0,64238.0,19
1217,2019,IL,Illinois,No Disability,0.774,4005.0,7266055.0,17
1218,2019,IA,Iowa,No Disability,0.772,6889.0,1777769.0,19
1219,2019,IN,Indiana,Cognitive Disability,0.129,941.0,625789.0,18
1221,2019,IL,Illinois,Hearing Disability,0.044,306.0,469857.0,17
1224,2019,IN,Indiana,Any Disability,0.278,2752.0,1428132.0,18
1228,2019,IL,Illinois,Cognitive Disability,0.1,485.0,949276.0,17
1231,2019,ID,Idaho,Mobility Disability,0.12,918.0,174027.0,16
1233,2019,IN,Indiana,Mobility Disability,0.138,1656.0,750167.0,18
1234,2020,MA,Massachusetts,Self-care Disability,0.0289999999999999,205.0,171761.0,25
1235,2020,PA,Pennsylvania,Self-care Disability,0.032,171.0,350788.0,42
1236,2019,IA,Iowa,Mobility Disability,0.0969999999999999,1334.0,259483.0,19
1237,2019,IN,Indiana,No Disability,0.722,5693.0,3493648.0,18
1238,2019,IA,Iowa,Cognitive Disability,0.099,849.0,226017.0,19
1239,2019,IL,Illinois,Self-care Disability,0.0289999999999999,204.0,305729.0,17
1241,2019,IN,Indiana,Independent Living Disability,0.081,750.0,405326.0,18
1245,2019,IN,Indiana,Self-care Disability,0.039,423.0,206404.0,18
1246,2019,ID,Idaho,Self-care Disability,0.035,252.0,49436.0,16
1247,2019,IL,Illinois,Any Disability,0.226,1347.0,2272298.0,17
1251,2019,IL,Illinois,Mobility Disability,0.107,743.0,1137640.0,17
1252,2020,MA,Massachusetts,Mobility Disability,0.093,774.0,558934.0,25
1253,2019,MA,Massachusetts,Cognitive Disability,0.108,736.0,565927.0,25
1254,2019,MI,Michigan,Independent Living Disability,0.084,871.0,661348.0,26
1255,2019,ME,Maine,Any Disability,0.298,4007.0,340215.0,23
1256,2019,KY,Kentucky,Cognitive Disability,0.17,1233.0,567874.0,21
1257,2020,OK,Oklahoma,Mobility Disability,0.157,1029.0,488411.0,40
1258,2019,MA,Massachusetts,Self-care Disability,0.033,301.0,192395.0,25
1259,2019,KY,Kentucky,Independent Living Disability,0.108,887.0,376410.0,21
1260,2019,KS,Kansas,Vision Disability,0.0409999999999999,444.0,89475.0,20
1261,2019,ME,Maine,Vision Disability,0.046,672.0,54184.0,23
1262,2019,MD,Maryland,Mobility Disability,0.102,2772.0,512531.0,24
1263,2019,MN,Minnesota,Self-care Disability,0.026,443.0,114959.0,27
1264,2020,WI,Wisconsin,Any Disability,0.212,1151.0,977277.0,55
1265,2019,KS,Kansas,Mobility Disability,0.123,1780.0,284408.0,20
1266,2019,KY,Kentucky,Hearing Disability,0.0819999999999999,903.0,316401.0,21
1267,2019,MI,Michigan,Hearing Disability,0.068,1028.0,603527.0,26
1268,2019,LA,Louisiana,Any Disability,0.342,1653.0,1186643.0,22
1269,2019,MN,Minnesota,Hearing Disability,0.0559999999999999,1241.0,272456.0,27
1270,2019,LA,Louisiana,No Disability,0.6579999999999999,2817.0,2165432.0,22
1271,2019,MD,Maryland,Independent Living Disability,0.0579999999999999,1175.0,270930.0,24
1272,2019,MI,Michigan,Mobility Disability,0.135,1812.0,1159068.0,26
1273,2019,LA,Louisiana,Hearing Disability,0.076,427.0,284045.0,22
1274,2019,ME,Maine,Hearing Disability,0.078,1363.0,100642.0,23
1275,2019,KY,Kentucky,Vision Disability,0.065,591.0,239345.0,21
1276,2019,MA,Massachusetts,Mobility Disability,0.104,1083.0,632718.0,25
1277,2019,MI,Michigan,No Disability,0.71,6899.0,5282870.0,26
1278,2019,KS,Kansas,Cognitive Disability,0.122,1103.0,252046.0,20
1279,2019,MA,Massachusetts,Any Disability,0.237,2028.0,1332752.0,25
1280,2019,MD,Maryland,No Disability,0.7759999999999999,12020.0,3441847.0,24
1281,2019,KS,Kansas,Any Disability,0.266,3211.0,581496.0,20
1282,2019,MD,Maryland,Self-care Disability,0.027,637.0,132126.0,24
1283,2019,LA,Louisiana,Self-care Disability,0.054,291.0,196304.0,22
1284,2019,MN,Minnesota,No Disability,0.782,11213.0,3214596.0,27
1285,2020,US,"United States, DC & Territories",Any Disability,0.248,109932.0,64347214.0,59
1286,2019,MN,Minnesota,Any Disability,0.218,3730.0,959140.0,27
1287,2019,ME,Maine,Independent Living Disability,0.086,913.0,91507.0,23
1288,2019,MD,Maryland,Hearing Disability,0.04,1150.0,201305.0,24
1289,2019,KY,Kentucky,Self-care Disability,0.055,510.0,204063.0,21
1290,2019,ME,Maine,Cognitive Disability,0.144,1385.0,146210.0,23
1291,2019,MI,Michigan,Self-care Disability,0.043,497.0,358862.0,26
1292,2019,KS,Kansas,Self-care Disability,0.037,468.0,82097.0,20
1293,2020,CA,California,Mobility Disability,0.0969999999999999,498.0,2965588.0,6
1294,2019,MI,Michigan,Any Disability,0.29,3299.0,2310271.0,26
1295,2019,KY,Kentucky,Any Disability,0.351,3156.0,1253016.0,21
1296,2019,ME,Maine,Self-care Disability,0.04,539.0,46804.0,23
1297,2020,WA,Washington,Vision Disability,0.034,464.0,202598.0,53
1298,2019,MA,Massachusetts,Independent Living Disability,0.067,551.0,376739.0,25
1299,2019,MA,Massachusetts,No Disability,0.763,5390.0,3988773.0,25
1300,2019,KS,Kansas,Independent Living Disability,0.074,783.0,158557.0,20
1301,2019,MD,Maryland,Vision Disability,0.038,722.0,178589.0,24
1302,2019,MD,Maryland,Any Disability,0.2239999999999999,4569.0,1040158.0,24
1303,2019,MN,Minnesota,Independent Living Disability,0.052,774.0,218522.0,27
1304,2019,LA,Louisiana,Mobility Disability,0.173,976.0,630164.0,22
1305,2019,LA,Louisiana,Independent Living Disability,0.09,466.0,314958.0,22
1306,2019,MN,Minnesota,Vision Disability,0.0289999999999999,497.0,130521.0,27
1307,2019,KY,Kentucky,Mobility Disability,0.185,1945.0,701853.0,21
1308,2019,MA,Massachusetts,Hearing Disability,0.051,564.0,318351.0,25
1309,2019,ME,Maine,Mobility Disability,0.125,2153.0,158849.0,23
1310,2019,KY,Kentucky,No Disability,0.649,4620.0,2119786.0,21
1311,2019,KS,Kansas,Hearing Disability,0.0579999999999999,953.0,140700.0,20
1312,2019,MI,Michigan,Cognitive Disability,0.139,1233.0,1023923.0,26
1313,2019,MA,Massachusetts,Vision Disability,0.037,344.0,212924.0,25
1314,2019,ME,Maine,No Disability,0.7020000000000001,7091.0,725872.0,23
1315,2019,MI,Michigan,Vision Disability,0.042,468.0,335916.0,26
1316,2019,MN,Minnesota,Cognitive Disability,0.096,1319.0,391395.0,27
1317,2019,LA,Louisiana,Vision Disability,0.087,383.0,306837.0,22
1318,2019,KS,Kansas,No Disability,0.7340000000000001,7577.0,1510929.0,20
1319,2019,MD,Maryland,Cognitive Disability,0.098,1363.0,430410.0,24
1320,2019,LA,Louisiana,Cognitive Disability,0.168,698.0,561174.0,22
1321,2019,MN,Minnesota,Mobility Disability,0.084,1725.0,399149.0,27
1322,2020,SD,South Dakota,Any Disability,0.235,1916.0,161900.0,46
1323,2019,NV,Nevada,Independent Living Disability,0.084,228.0,202350.0,32
1324,2019,NY,New York,Self-care Disability,0.036,585.0,561662.0,36
1325,2019,MO,Missouri,Hearing Disability,0.079,894.0,420888.0,29
1326,2019,NM,New Mexico,No Disability,0.722,3863.0,1099208.0,35
1327,2019,MT,Montana,Independent Living Disability,0.068,425.0,56243.0,30
1328,2019,NY,New York,Hearing Disability,0.05,1021.0,807279.0,36
1329,2019,MS,Mississippi,Independent Living Disability,0.1009999999999999,622.0,235526.0,28
1330,2019,NE,Nebraska,Vision Disability,0.033,614.0,49719.0,31
1331,2019,MS,Mississippi,Cognitive Disability,0.163,803.0,363583.0,28
1332,2020,MS,Mississippi,Self-care Disability,0.051,391.0,122251.0,28
1333,2019,NY,New York,Any Disability,0.248,3939.0,3725215.0,36
1334,2019,MT,Montana,Cognitive Disability,0.129,720.0,102923.0,30
1335,2019,NE,Nebraska,Self-care Disability,0.025,485.0,39298.0,31
1336,2019,NH,New Hampshire,Any Disability,0.253,1654.0,271433.0,33
1337,2019,NM,New Mexico,Mobility Disability,0.122,1021.0,219512.0,35
1338,2020,FL,Florida,No Disability,0.743,7232.0,11844820.0,12
1339,2019,NV,Nevada,Mobility Disability,0.149,459.0,383794.0,32
1340,2019,NM,New Mexico,Vision Disability,0.047,339.0,77561.0,35
1341,2019,MS,Mississippi,Vision Disability,0.069,445.0,163964.0,28
1342,2020,DE,Delaware,Self-care Disability,0.033,142.0,26048.0,10
1343,2019,NE,Nebraska,Mobility Disability,0.1,2372.0,158720.0,31
1344,2019,MS,Mississippi,Hearing Disability,0.073,521.0,183200.0,28
1345,2019,MO,Missouri,Mobility Disability,0.145,1617.0,758995.0,29
1346,2019,NY,New York,Independent Living Disability,0.071,1075.0,1062731.0,36
1347,2020,AR,Arkansas,Vision Disability,0.061,384.0,145726.0,5
1348,2019,MT,Montana,No Disability,0.713,4188.0,565219.0,30
1349,2019,NY,New York,Mobility Disability,0.125,2295.0,2006762.0,36
1350,2019,NV,Nevada,Hearing Disability,0.079,265.0,202312.0,32
1352,2019,MS,Mississippi,Self-care Disability,0.06,373.0,144265.0,28
1353,2020,OK,Oklahoma,No Disability,0.6659999999999999,2911.0,1845752.0,40
1354,2019,NE,Nebraska,Independent Living Disability,0.055,931.0,81107.0,31
1355,2019,NM,New Mexico,Hearing Disability,0.069,590.0,123300.0,35
1356,2019,NE,Nebraska,No Disability,0.778,10954.0,1085011.0,31
1357,2019,MO,Missouri,Self-care Disability,0.044,425.0,224042.0,29
1358,2019,MS,Mississippi,Any Disability,0.351,2085.0,816793.0,28
1359,2020,HI,Hawaii,Hearing Disability,0.051,526.0,66160.0,15
1361,2019,NH,New Hampshire,No Disability,0.747,3840.0,762309.0,33
1362,2019,NM,New Mexico,Cognitive Disability,0.134,723.0,207137.0,35
1363,2019,NV,Nevada,Vision Disability,0.064,165.0,160130.0,32
1364,2019,MO,Missouri,Any Disability,0.301,2691.0,1480071.0,29
1365,2019,NY,New York,Vision Disability,0.048,692.0,727249.0,36
